证券代码,证券简称,细分行业,Unnamed: 3,一级行业,细分行业.1
603033.SH,三维股份,其他橡胶制品,,,
301090.SZ,华润材料,其他塑料制品,,,
688319.SH,欧林生物,疫苗,,,
002099.SZ,海翔药业,原料药,,,
688107.SH,安路科技,数字芯片设计,,,
605598.SH,上海港湾,其他专业工程,,,
688686.SH,奥普特,其他自动化设备,,,
600373.SH,中文传媒,大众出版,,,
000006.SZ,深振业A,住宅开发,,,
920029.BJ,开发科技,电工仪器仪表,,,
300499.SZ,高澜股份,其他专用设备,,,
301050.SZ,雷电微力,军工电子Ⅲ,,,
600399.SH,抚顺特钢,特钢Ⅲ,,,
002292.SZ,奥飞娱乐,影视动漫制作,,,
601330.SH,绿色动力,固废治理,,,
301584.SZ,建发致新,医药流通,,,
002003.SZ,伟星股份,辅料,,,
002283.SZ,天润工业,底盘与发动机系统,,,
002882.SZ,金龙羽,线缆部件及其他,,,
002941.SZ,新疆交建,基建市政工程,,,
002043.SZ,兔宝宝,其他建材,,,
600184.SH,光电股份,地面兵装Ⅲ,,,
688535.SH,华海诚科,半导体材料,,,
300634.SZ,彩讯股份,IT服务Ⅲ,,,
002675.SZ,东诚药业,化学制剂,,,
600158.SH,中体产业,体育Ⅲ,,,
002881.SZ,美格智能,通信终端及配件,,,
603267.SH,鸿远电子,军工电子Ⅲ,,,
300843.SZ,胜蓝股份,消费电子零部件及组装,,,
688262.SH,国芯科技,数字芯片设计,,,
300201.SZ,海伦哲,工程机械整机,,,
301421.SZ,波长光电,光学元件,,,
002083.SZ,孚日股份,棉纺,,,
603040.SH,新坐标,底盘与发动机系统,,,
603118.SH,共进股份,通信终端及配件,,,
600782.SH,新钢股份,板材,,,
688182.SH,灿勤科技,通信网络设备及器件,,,
600163.SH,中闽能源,风力发电,,,
300072.SZ,海新能科,其他化学制品,,,
688351.SH,微电生理,医疗耗材,,,
688239.SH,航宇科技,航空装备Ⅲ,,,
601339.SH,百隆东方,棉纺,,,
300790.SZ,宇瞳光学,安防设备,,,
002216.SZ,三全食品,预加工食品,,,
601163.SH,三角轮胎,轮胎轮毂,,,
301177.SZ,迪阿股份,钟表珠宝,,,
603203.SH,快克智能,工控设备,,,
300171.SZ,东富龙,医疗设备,,,
600572.SH,康恩贝,中药Ⅲ,,,
002807.SZ,江阴银行,农商行Ⅲ,,,
601089.SH,福元医药,化学制剂,,,
301091.SZ,深城交,工程咨询服务Ⅲ,,,
300633.SZ,开立医疗,医疗设备,,,
600751.SH,海航科技,航运,,,
002251.SZ,步步高,超市,,,
301127.SZ,武汉天源,水务及水治理,,,
301327.SZ,华宝新能,锂电池,,,
002214.SZ,*ST大立,军工电子Ⅲ,,,
002557.SZ,洽洽食品,零食,,,
688625.SH,呈和科技,其他化学制品,,,
688068.SH,热景生物,体外诊断,,,
600075.SH,新疆天业,氯碱,,,
601311.SH,骆驼股份,蓄电池及其他电池,,,
300393.SZ,中来股份,光伏电池组件,,,
000767.SZ,晋控电力,火力发电,,,
601595.SH,上海电影,影视动漫制作,,,
002017.SZ,东信和平,通信终端及配件,,,
688277.SH,天智航-U,医疗设备,,,
002233.SZ,塔牌集团,水泥制造,,,
002190.SZ,成飞集成,其他汽车零部件,,,
688603.SH,天承科技,电子化学品Ⅲ,,,
603389.SH,*ST亚振,成品家居,,,
603299.SH,苏盐井神,无机盐,,,
600740.SH,山西焦化,焦炭Ⅲ,,,
300348.SZ,长亮科技,垂直应用软件,,,
605116.SH,奥锐特,原料药,,,
300492.SZ,华图山鼎,工程咨询服务Ⅲ,,,
300209.SZ,行云科技,垂直应用软件,,,
002387.SZ,维信诺,面板,,,
600757.SH,长江传媒,教育出版,,,
300444.SZ,双杰电气,输变电设备,,,
603319.SH,美湖股份,底盘与发动机系统,,,
688306.SH,均普智能,其他自动化设备,,,
002761.SZ,浙江建投,房屋建设Ⅲ,,,
002842.SZ,翔鹭钨业,钨,,,
603533.SH,掌阅科技,文字媒体,,,
300181.SZ,佐力药业,中药Ⅲ,,,
600556.SH,天下秀,营销代理,,,
002706.SZ,良信股份,配电设备,,,
301357.SZ,北方长龙,地面兵装Ⅲ,,,
600993.SH,马应龙,中药Ⅲ,,,
002173.SZ,创新医疗,医院,,,
002928.SZ,华夏航空,航空运输,,,
002839.SZ,张家港行,农商行Ⅲ,,,
002511.SZ,中顺洁柔,生活用纸,,,
600611.SH,大众交通,公交,,,
300378.SZ,鼎捷数智,横向通用软件,,,
603115.SH,海星股份,铝,,,
002782.SZ,可立克,其他电子Ⅲ,,,
600198.SH,大唐电信,通信终端及配件,,,
301326.SZ,捷邦科技,消费电子零部件及组装,,,
002104.SZ,恒宝股份,通信终端及配件,,,
000980.SZ,众泰汽车,汽车电子电气系统,,,
000795.SZ,英洛华,磁性材料,,,
002626.SZ,金达威,保健品,,,
603227.SH,雪峰科技,民爆制品,,,
300516.SZ,久之洋,其他电子Ⅲ,,,
000829.SZ,天音控股,专业连锁Ⅲ,,,
301071.SZ,力量钻石,非金属材料Ⅲ,,,
000837.SZ,秦川机床,机床工具,,,
601200.SH,上海环境,固废治理,,,
002097.SZ,山河智能,工程机械整机,,,
002163.SZ,海南发展,装修装饰Ⅲ,,,
301629.SZ,矽电股份,半导体设备,,,
000711.SZ,ST京蓝,综合环境治理,,,
688222.SH,成都先导,医疗研发外包,,,
600718.SH,东软集团,IT服务Ⅲ,,,
300926.SZ,博俊科技,其他汽车零部件,,,
000950.SZ,重药控股,医药流通,,,
300986.SZ,志特新材,其他专业工程,,,
600185.SH,珠免集团,旅游零售Ⅲ,,,
688583.SH,思看科技,仪器仪表,,,
603163.SH,圣晖集成,其他专业工程,,,
605365.SH,立达信,照明设备Ⅲ,,,
301078.SZ,孩子王,专业连锁Ⅲ,,,
300026.SZ,红日药业,中药Ⅲ,,,
600266.SH,城建发展,住宅开发,,,
600458.SH,时代新材,轨交设备Ⅲ,,,
001323.SZ,慕思股份,成品家居,,,
603938.SH,三孚股份,其他化学原料,,,
688556.SH,高测股份,光伏加工设备,,,
002960.SZ,青鸟消防,楼宇设备,,,
600649.SH,城投控股,住宅开发,,,
688690.SH,纳微科技,原料药,,,
601226.SH,华电科工,其他专业工程,,,
600509.SH,天富能源,火力发电,,,
301600.SZ,慧翰股份,其他计算机设备,,,
603279.SH,景津装备,其他通用设备,,,
301662.SZ,宏工科技,锂电专用设备,,,
000516.SZ,国际医学,医院,,,
300861.SZ,美畅股份,磨具磨料,,,
002647.SZ,*ST仁东,金融信息服务,,,
002733.SZ,雄韬股份,蓄电池及其他电池,,,
688586.SH,江航装备,航空装备Ⅲ,,,
600037.SH,歌华有线,电视广播Ⅲ,,,
688289.SH,圣湘生物,体外诊断,,,
002980.SZ,华盛昌,电工仪器仪表,,,
300188.SZ,国投智能,垂直应用软件,,,
002100.SZ,天康生物,畜禽饲料,,,
603057.SH,紫燕食品,熟食,,,
600396.SH,华电辽能,火力发电,,,
002434.SZ,万里扬,底盘与发动机系统,,,
002004.SZ,华邦健康,化学制剂,,,
600094.SH,大名城,住宅开发,,,
603327.SH,福蓉科技,消费电子零部件及组装,,,
300180.SZ,华峰超纤,其他塑料制品,,,
300302.SZ,同有科技,其他计算机设备,,,
002061.SZ,浙江交科,基建市政工程,,,
002961.SZ,瑞达期货,期货,,,
600210.SH,紫江企业,塑料包装,,,
688443.SH,智翔金泰-U,其他生物制品,,,
600269.SH,赣粤高速,高速公路,,,
002243.SZ,力合科创,其他专业服务,,,
002458.SZ,益生股份,肉鸡养殖,,,
605389.SH,长龄液压,工程机械器件,,,
300835.SZ,龙磁科技,磁性材料,,,
002215.SZ,诺普信,其他种植业,,,
300596.SZ,利安隆,其他化学制品,,,
603011.SH,合锻智能,其他专用设备,,,
002840.SZ,华统股份,肉制品,,,
601886.SH,江河集团,装修装饰Ⅲ,,,
601929.SH,吉视传媒,电视广播Ⅲ,,,
300741.SZ,华宝股份,食品及饲料添加剂,,,
300319.SZ,麦捷科技,被动元件,,,
002635.SZ,安洁科技,消费电子零部件及组装,,,
301179.SZ,泽宇智能,电网自动化设备,,,
688325.SH,赛微微电,模拟芯片设计,,,
001212.SZ,中旗新材,其他建材,,,
688337.SH,普源精电,仪器仪表,,,
601828.SH,美凯龙,商业物业经营,,,
600055.SH,万东医疗,医疗设备,,,
601908.SH,京运通,光伏发电,,,
000700.SZ,模塑科技,车身附件及饰件,,,
002075.SZ,沙钢股份,特钢Ⅲ,,,
688190.SH,云路股份,其他金属新材料,,,
300068.SZ,南都电源,蓄电池及其他电池,,,
002053.SZ,云南能投,风力发电,,,
002284.SZ,亚太股份,底盘与发动机系统,,,
300520.SZ,科大国创,垂直应用软件,,,
300337.SZ,银邦股份,铝,,,
300435.SZ,中泰股份,燃气Ⅲ,,,
300893.SZ,松原安全,车身附件及饰件,,,
603363.SH,傲农生物,畜禽饲料,,,
001400.SZ,江顺科技,其他专用设备,,,
601678.SH,滨化股份,氯碱,,,
603112.SH,华翔股份,家电零部件Ⅲ,,,
603123.SH,翠微股份,百货,,,
000756.SZ,新华制药,原料药,,,
601528.SH,瑞丰银行,农商行Ⅲ,,,
600597.SH,光明乳业,乳品,,,
688128.SH,中国电研,其他专用设备,,,
688515.SH,裕太微-U,模拟芯片设计,,,
688739.SH,成大生物,疫苗,,,
300863.SZ,卡倍亿,汽车电子电气系统,,,
300093.SZ,*ST金刚,光伏电池组件,,,
688401.SH,路维光电,半导体材料,,,
000828.SZ,东莞控股,高速公路,,,
603883.SH,老百姓,线下药店,,,
301191.SZ,菲菱科思,通信终端及配件,,,
301369.SZ,联动科技,半导体设备,,,
920077.BJ,吉林碳谷,其他化学纤维,,,
603100.SH,川仪股份,仪器仪表,,,
600033.SH,福建高速,高速公路,,,
300263.SZ,隆华科技,其他通用设备,,,
000818.SZ,航锦科技,氯碱,,,
600929.SH,雪天盐业,无机盐,,,
603193.SH,润本股份,洗护用品,,,
300820.SZ,英杰电气,其他电源设备Ⅲ,,,
603402.SH,陕西旅游,旅游综合,,,
003010.SZ,若羽臣,电商服务,,,
002467.SZ,二六三,通信应用增值服务,,,
300739.SZ,明阳电路,印制电路板,,,
000078.SZ,海王生物,医药流通,,,
603757.SH,大元泵业,其他通用设备,,,
603680.SH,今创集团,轨交设备Ⅲ,,,
000928.SZ,中钢国际,国际工程,,,
600370.SH,三房巷,涤纶,,,
301563.SZ,云汉芯城,其他电子Ⅲ,,,
300159.SZ,*ST新研,农用机械,,,
301209.SZ,联合化学,涂料油墨,,,
002351.SZ,漫步者,品牌消费电子,,,
600810.SH,神马股份,锦纶,,,
000690.SZ,宝新能源,火力发电,,,
605488.SH,福莱新材,膜材料,,,
300352.SZ,北信源,垂直应用软件,,,
000533.SZ,顺钠股份,输变电设备,,,
600724.SH,宁波富达,房产租赁经纪,,,
603538.SH,美诺华,原料药,,,
001914.SZ,招商积余,物业管理,,,
300768.SZ,迪普科技,横向通用软件,,,
600851.SH,海欣股份,化学制剂,,,
688439.SH,振华风光,军工电子Ⅲ,,,
002239.SZ,奥特佳,汽车电子电气系统,,,
603262.SH,技源集团,保健品,,,
300613.SZ,富瀚微,数字芯片设计,,,
600682.SH,南京新百,综合Ⅲ,,,
002478.SZ,常宝股份,特钢Ⅲ,,,
603687.SH,大胜达,纸包装,,,
600722.SH,金牛化工,煤化工,,,
000567.SZ,海德股份,资产管理,,,
000510.SZ,新金路,氯碱,,,
001311.SZ,多利科技,其他汽车零部件,,,
002115.SZ,三维通信,通信工程及服务,,,
300641.SZ,正丹股份,其他化学制品,,,
601890.SH,亚星锚链,航海装备Ⅲ,,,
688155.SH,先惠技术,锂电专用设备,,,
002832.SZ,比音勒芬,非运动服装,,,
300785.SZ,值得买,门户网站,,,
600955.SH,维远股份,其他化学原料,,,
688050.SH,爱博医疗,医疗耗材,,,
002009.SZ,天奇股份,其他专用设备,,,
300938.SZ,信测标准,检测服务,,,
601882.SH,海天精工,机床工具,,,
002718.SZ,友邦吊顶,其他建材,,,
603200.SH,上海洗霸,水务及水治理,,,
000058.SZ,深赛格,商业物业经营,,,
603809.SH,豪能股份,底盘与发动机系统,,,
300497.SZ,富祥药业,原料药,,,
688226.SH,威腾电气,线缆部件及其他,,,
688757.SH,胜科纳米,检测服务,,,
002730.SZ,电光科技,能源及重型设备,,,
301382.SZ,蜂助手,通信应用增值服务,,,
001330.SZ,博纳影业,影视动漫制作,,,
603738.SH,泰晶科技,被动元件,,,
603915.SH,国茂股份,金属制品,,,
600610.SH,中毅达,其他化学原料,,,
000049.SZ,德赛电池,锂电池,,,
601860.SH,紫金银行,农商行Ⅲ,,,
603508.SH,思维列控,安防设备,,,
688710.SH,益诺思,医疗研发外包,,,
002668.SZ,TCL智家,冰洗,,,
600133.SH,东湖高新,综合环境治理,,,
605319.SH,无锡振华,其他汽车零部件,,,
002470.SZ,金正大,复合肥,,,
300127.SZ,银河磁体,磁性材料,,,
300276.SZ,三丰智能,机器人,,,
600693.SH,东百集团,百货,,,
603983.SH,丸美生物,品牌化妆品,,,
002550.SZ,千红制药,化学制剂,,,
002036.SZ,联创电子,光学元件,,,
301559.SZ,中集环科,金属制品,,,
603323.SH,苏农银行,农商行Ⅲ,,,
002651.SZ,利君股份,航空装备Ⅲ,,,
688383.SH,新益昌,其他专用设备,,,
000676.SZ,智度股份,营销代理,,,
688139.SH,海尔生物,医疗设备,,,
605222.SH,起帆电缆,线缆部件及其他,,,
688522.SH,纳睿雷达,军工电子Ⅲ,,,
600567.SH,山鹰国际,大宗用纸,,,
603418.SH,友升股份,车身附件及饰件,,,
300042.SZ,朗科科技,其他计算机设备,,,
603072.SH,天和磁材,磁性材料,,,
600501.SH,航天晨光,其他专用设备,,,
600935.SH,华塑股份,氯碱,,,
301262.SZ,海看股份,电视广播Ⅲ,,,
300055.SZ,万邦达,其他石化,,,
002167.SZ,东方锆业,其他小金属,,,
002533.SZ,金杯电工,线缆部件及其他,,,
300252.SZ,金信诺,军工电子Ⅲ,,,
603887.SH,城地香江,IT服务Ⅲ,,,
600729.SH,重庆百货,多业态零售,,,
603690.SH,至纯科技,半导体设备,,,
301069.SZ,凯盛新材,其他化学原料,,,
002093.SZ,国脉科技,学历教育,,,
600812.SH,华北制药,化学制剂,,,
301529.SZ,福赛科技,车身附件及饰件,,,
002208.SZ,合肥城建,住宅开发,,,
600973.SH,宝胜股份,线缆部件及其他,,,
600874.SH,创业环保,水务及水治理,,,
688378.SH,奥来德,光学元件,,,
600882.SH,妙可蓝多,乳品,,,
002943.SZ,宇晶股份,机床工具,,,
002681.SZ,奋达科技,消费电子零部件及组装,,,
688160.SH,步科股份,工控设备,,,
600325.SH,华发股份,住宅开发,,,
605298.SH,必得科技,轨交设备Ⅲ,,,
002174.SZ,游族网络,游戏Ⅲ,,,
300617.SZ,安靠智电,输变电设备,,,
600640.SH,国脉文化,其他数字媒体,,,
000860.SZ,顺鑫农业,白酒Ⅲ,,,
600502.SH,安徽建工,基建市政工程,,,
603099.SH,长白山,自然景区,,,
300265.SZ,通光线缆,线缆部件及其他,,,
002345.SZ,潮宏基,钟表珠宝,,,
603713.SH,密尔克卫,仓储物流,,,
300443.SZ,金雷股份,风电零部件,,,
600664.SH,哈药股份,化学制剂,,,
688093.SH,世华科技,其他电子Ⅲ,,,
603271.SH,永杰新材,铝,,,
688191.SH,智洋创新,电网自动化设备,,,
688076.SH,ST诺泰,原料药,,,
301487.SZ,盟固利,电池化学品,,,
002455.SZ,百川股份,其他化学制品,,,
603013.SH,亚普股份,底盘与发动机系统,,,
003009.SZ,中天火箭,航天装备Ⅲ,,,
002354.SZ,天娱数科,营销代理,,,
600429.SH,三元股份,乳品,,,
300294.SZ,博雅生物,血液制品,,,
605366.SH,宏柏新材,其他化学制品,,,
688177.SH,百奥泰,其他生物制品,,,
000572.SZ,海马汽车,综合乘用车,,,
301630.SZ,同宇新材,电子化学品Ⅲ,,,
600017.SH,日照港,港口,,,
000922.SZ,佳电股份,电机Ⅲ,,,
002272.SZ,川润股份,其他通用设备,,,
688376.SH,美埃科技,环保设备Ⅲ,,,
002110.SZ,三钢闽光,长材,,,
600508.SH,上海能源,焦煤,,,
301458.SZ,钧崴电子,被动元件,,,
300098.SZ,高新兴,通信网络设备及器件,,,
600123.SH,兰花科创,焦煤,,,
603219.SH,富佳股份,清洁小家电,,,
300143.SZ,盈康生命,医院,,,
001285.SZ,瑞立科密,底盘与发动机系统,,,
688109.SH,品茗科技,垂直应用软件,,,
603859.SH,能科科技,IT服务Ⅲ,,,
600797.SH,浙大网新,IT服务Ⅲ,,,
600748.SH,上实发展,住宅开发,,,
688788.SH,科思科技,军工电子Ⅲ,,,
688626.SH,翔宇医疗,医疗设备,,,
000968.SZ,蓝焰控股,油气开采Ⅲ,,,
603861.SH,白云电器,配电设备,,,
600997.SH,开滦股份,焦煤,,,
300063.SZ,天龙集团,营销代理,,,
603496.SH,恒为科技,其他计算机设备,,,
000019.SZ,深粮控股,粮油加工,,,
603977.SH,国泰集团,民爆制品,,,
001236.SZ,弘业期货,期货,,,
600054.SH,黄山旅游,自然景区,,,
002537.SZ,海联金汇,车身附件及饰件,,,
000712.SZ,锦龙股份,证券Ⅲ,,,
301667.SZ,纳百川,底盘与发动机系统,,,
002254.SZ,泰和新材,其他化学纤维,,,
002519.SZ,银河电子,地面兵装Ⅲ,,,
002077.SZ,大港股份,集成电路封测,,,
301175.SZ,中科环保,固废治理,,,
002229.SZ,鸿博股份,印刷,,,
600129.SH,太极集团,中药Ⅲ,,,
002006.SZ,精工科技,其他专用设备,,,
002039.SZ,黔源电力,水力发电,,,
688209.SH,英集芯,模拟芯片设计,,,
002041.SZ,登海种业,种子,,,
002446.SZ,盛路通信,军工电子Ⅲ,,,
300290.SZ,荣科科技,IT服务Ⅲ,,,
300770.SZ,新媒股份,电视广播Ⅲ,,,
002827.SZ,高争民爆,民爆制品,,,
002992.SZ,宝明科技,LED,,,
002062.SZ,宏润建设,基建市政工程,,,
603075.SH,热威股份,家电零部件Ⅲ,,,
301021.SZ,英诺激光,激光设备,,,
600604.SH,市北高新,产业地产,,,
002785.SZ,万里石,其他建材,,,
605305.SH,中际联合,工程机械整机,,,
002527.SZ,新时达,楼宇设备,,,
600828.SH,茂业商业,百货,,,
300300.SZ,海峡创新,IT服务Ⅲ,,,
688776.SH,国光电气,军工电子Ⅲ,,,
600861.SH,北京人力,人力资源服务,,,
300671.SZ,富满微,模拟芯片设计,,,
300547.SZ,川环科技,底盘与发动机系统,,,
300416.SZ,苏试试验,检测服务,,,
003039.SZ,顺控发展,水务及水治理,,,
688591.SH,泰凌微,数字芯片设计,,,
301517.SZ,陕西华达,军工电子Ⅲ,,,
688553.SH,汇宇制药-W,化学制剂,,,
688083.SH,中望软件,垂直应用软件,,,
301307.SZ,美利信,通信网络设备及器件,,,
300648.SZ,星云股份,锂电专用设备,,,
603985.SH,恒润股份,风电零部件,,,
300680.SZ,隆盛科技,底盘与发动机系统,,,
002553.SZ,南方精工,底盘与发动机系统,,,
300708.SZ,聚灿光电,LED,,,
603477.SH,巨星农牧,生猪养殖,,,
688366.SH,昊海生科,医疗耗材,,,
600335.SH,国机汽车,汽车经销商,,,
301246.SZ,宏源药业,原料药,,,
688261.SH,东微半导,分立器件,,,
300685.SZ,艾德生物,体外诊断,,,
688252.SH,天德钰,数字芯片设计,,,
601515.SH,衢州东峰,纸包装,,,
600313.SH,农发种业,种子,,,
300298.SZ,三诺生物,医疗设备,,,
688108.SH,赛诺医疗,医疗耗材,,,
605299.SH,舒华体育,娱乐用品,,,
002332.SZ,仙琚制药,原料药,,,
301047.SZ,义翘神州,其他生物制品,,,
301070.SZ,开勒股份,制冷空调设备,,,
603919.SH,金徽酒,白酒Ⅲ,,,
300109.SZ,新开源,其他化学制品,,,
688312.SH,燕麦科技,其他专用设备,,,
603078.SH,江化微,电子化学品Ⅲ,,,
300031.SZ,宝通科技,游戏Ⅲ,,,
002140.SZ,东华科技,化学工程,,,
002081.SZ,金螳螂,装修装饰Ⅲ,,,
688202.SH,美迪西,医疗研发外包,,,
002937.SZ,兴瑞科技,汽车电子电气系统,,,
301373.SZ,凌玮科技,其他化学制品,,,
000498.SZ,山东路桥,基建市政工程,,,
300696.SZ,爱乐达,航空装备Ⅲ,,,
603773.SH,沃格光电,面板,,,
603936.SH,博敏电子,印制电路板,,,
688656.SH,浩欧博,体外诊断,,,
688596.SH,正帆科技,其他专用设备,,,
002255.SZ,海陆重工,火电设备,,,
688677.SH,海泰新光,医疗设备,,,
002392.SZ,北京利尔,耐火材料,,,
600966.SH,博汇纸业,大宗用纸,,,
300725.SZ,药石科技,医疗研发外包,,,
002438.SZ,江苏神通,金属制品,,,
000859.SZ,国风新材,膜材料,,,
601388.SH,怡球资源,铝,,,
